,PID,RA,DEC,EPOC,SUBREGION,NAME,"ATLAS
+GALEX",SDSS,"ATLAS
+ST.LOCUS",Comments
307,MC,36.0,-74.693,2000,MC,MC0139,,,,
308,MC,41.141999999999996,-74.693,2000,MC,MC0140,,,,
309,MC,46.288000000000004,-74.693,2000,MC,MC0141,,,,
310,MC,51.428999999999995,-74.693,2000,MC,MC0142,,,,
311,MC,56.571000000000005,-74.693,2000,MC,MC0143,,,,
312,MC,61.713,-74.693,2000,MC,MC0144,,,,
313,MC,66.858,-74.693,2000,MC,MC0145,,,,
314,MC,72.0,-74.693,2000,MC,MC0146,,,,
315,MC,77.142,-74.693,2000,MC,MC0147,,,,
316,MC,82.288,-74.693,2000,MC,MC0148,,,,
317,MC,87.429,-74.693,2000,MC,MC0149,,,,
318,MC,92.571,-74.693,2000,MC,MC0150,,,,
319,SPLUS,347.346,-16.22,2000,MAIN3.8,SPLUS-s13s46,1.0,,,
320,SPLUS,326.613,-21.581,2000,MAIN3.8,SPLUS-s17s30,1.0,,,
321,SPLUS,324.879,-22.916999999999998,2000,MAIN3.8,SPLUS-s18s28,1.0,,,ATLAS_GALEX strange patterns
322,SPLUS,348.11300000000006,-37.509,2000,MAIN3.8,SPLUS-s29s65,1.0,,,
323,SPLUS,37.896,-38.824,2000,MAIN3.8,SPLUS-s30s23,1.0,,,large scatter for r_auto-r_aper
324,SPLUS,15.804,-40.138000000000005,2000,MAIN3.8,SPLUS-s31s10,1.0,,3.0,ATLAS_GALEX partially covered (488 reference stars)
325,SPLUS,38.633,-40.138000000000005,2000,MAIN3.8,SPLUS-s31s23,1.0,,,
326,SPLUS,340.68300000000005,-40.138000000000005,2000,MAIN3.8,SPLUS-s31s58,2.0,,,slightly large scatter for r_auto-r_aper
327,SPLUS,37.613,-41.449,2000,MAIN3.8,SPLUS-s32s22,1.0,,,
328,SPLUS,354.625,-41.449,2000,MAIN3.8,SPLUS-s32s65,1.0,,3.0,"ATLAS_GALEX partially covered, half of CCD (456 reference stars)"
329,SPLUS,9.138,-42.758,2000,MAIN3.8,SPLUS-s33s06,1.0,,,
330,SPLUS,37.304,-44.065,2000,MAIN3.8,SPLUS-s34s21,1.0,,,
331,SPLUS,323.808,-45.37,2000,MAIN3.8,SPLUS-s35s45,1.0,,,
332,SPLUS,31.304000000000002,-46.672,2000,MAIN3.8,SPLUS-s36s17,1.0,,,
333,SPLUS,326.0,-47.971000000000004,2000,MAIN3.8,SPLUS-s37s44,1.0,,,
334,SPLUS,59.317,-49.268,2000,MAIN3.8,SPLUS-s38s30,1.0,,,ATLAS_GALEX partially covered (548 reference stars)
335,SPLUS,333.408,-49.268,2000,MAIN3.8,SPLUS-s38s47,1.0,,,large scatter for r_auto-r_aper
336,SPLUS,40.0,-50.563,2000,MAIN3.8,SPLUS-s39s20,1.0,,,
337,SPLUS,47.367,-55.708,2000,MAIN3.8,SPLUS-s43s21,1.0,,,
338,SPLUS,49.738,-55.708,2000,MAIN3.8,SPLUS-s43s22,1.0,,,
339,SPLUS,345.788,-55.708,2000,MAIN3.8,SPLUS-s43s46,1.0,,,ATLAS_GALEX has a diagonal line
340,SPLUS,316.9,-58.25899999999999,2000,MAIN3.8,SPLUS-s45s31,1.0,,,
341,SPLUS,2.6289999999999996,-59.528,2000,MAIN3.8,SPLUS-s46s02,1.0,,,ATLAS_GALEX has a horizontal line
342,SPLUS,320.58299999999997,-59.528,2000,MAIN3.8,SPLUS-s46s32,1.0,,,
343,SPLUS,150.792,0.0,2000,MAIN3.8,SPLUS-n01s01,1.0,,,
344,SPLUS,199.7,0.0,2000,MAIN3.8,SPLUS-n01s37,1.0,,,
345,SPLUS,201.058,0.0,2000,MAIN3.8,SPLUS-n01s38,1.0,,,large scatter for FWHM_n 
346,SPLUS,199.7,-1.359,2000,MAIN3.8,SPLUS-n02s37,1.0,,,
347,SPLUS,201.058,-1.359,2000,MAIN3.8,SPLUS-n02s38,1.0,,,large scatter for FWHM_n 
348,SPLUS,150.792,1.359,2000,MAIN3.8,SPLUS-n02n01,1.0,,,
349,SPLUS,150.792,2.717,2000,MAIN3.8,SPLUS-n03n01,1.0,,,
350,SPLUS,150.792,4.074,2000,MAIN3.8,SPLUS-n04n01,1.0,,,large scatter for FWHM_n 
351,SPLUS,216.817,5.428999999999999,2000,MAIN3.8,SPLUS-n05n50,1.0,,,ATLAS_GALEX partially covered (1066 reference stars)
352,SPLUS,220.908,5.428999999999999,2000,MAIN3.8,SPLUS-n05n53,1.0,,,large scatter for r_auto-r_aper
353,SPLUS,223.638,5.428999999999999,2000,MAIN3.8,SPLUS-n05n55,1.0,,,large scatter for r_auto-r_aper
354,SPLUS,173.075,-12.184000000000001,2000,MAIN3.8,SPLUS-n10s17,1.0,,,slightly bad class_star
355,SPLUS,223.55,-21.581,2000,MAIN3.8,SPLUS-n17s51,1.0,,,"ATLAS_GALEX partially covered, half of CCD (670 reference stars)"
356,SPLUS,223.90400000000002,-22.916999999999998,2000,MAIN3.8,SPLUS-n18s51,1.0,,,ATLAS_GALEX partially covered (1324 reference stars)
357,SPLUS,214.088,-25.59,2000,MAIN3.8,SPLUS-n20s34,1.0,,,
358,SPLUS,215.575,-25.59,2000,MAIN3.8,SPLUS-n20s35,1.0,,,
359,SPLUS,223.013,-25.59,2000,MAIN3.8,SPLUS-n20s40,1.0,,,"ATLAS_GALEX partially covered, half of CCD (635 reference stars)"
360,SPLUS,173.888,0.0,2000,MAIN3.7,SPLUS-n01s18,1.0,,,
361,SPLUS,175.24599999999998,0.0,2000,MAIN3.7,SPLUS-n01s19,1.0,,,
362,SPLUS,176.604,0.0,2000,MAIN3.7,SPLUS-n01s20,1.0,,,large scatter for r_auto-r_aper
363,SPLUS,177.963,0.0,2000,MAIN3.7,SPLUS-n01s21,1.0,,,
364,SPLUS,179.321,0.0,2000,MAIN3.7,SPLUS-n01s22,2.0,,,
365,SPLUS,180.679,0.0,2000,MAIN3.7,SPLUS-n01s23,2.0,,,large scatter for r_auto-r_aper
366,SPLUS,182.03799999999998,0.0,2000,MAIN3.7,SPLUS-n01s24,1.0,,,
367,SPLUS,183.396,0.0,2000,MAIN3.7,SPLUS-n01s25,1.0,,,
368,SPLUS,184.75400000000002,0.0,2000,MAIN3.7,SPLUS-n01s26,1.0,,,ATLAS_GALEX partially covered (709 reference stars)
369,SPLUS,186.113,0.0,2000,MAIN3.7,SPLUS-n01s27,1.0,,,ATLAS_GALEX partially covered (766 reference stars)
370,SPLUS,187.47099999999998,0.0,2000,MAIN3.7,SPLUS-n01s28,1.0,,,ATLAS_GALEX partially covered (533 reference stars)
371,SPLUS,173.888,-1.359,2000,MAIN3.7,SPLUS-n02s18,1.0,,,
372,SPLUS,175.24599999999998,-1.359,2000,MAIN3.7,SPLUS-n02s19,1.0,,,
373,SPLUS,176.604,-1.359,2000,MAIN3.7,SPLUS-n02s20,2.0,,,
374,SPLUS,177.963,-1.359,2000,MAIN3.7,SPLUS-n02s21,2.0,,,
375,SPLUS,179.321,-1.359,2000,MAIN3.7,SPLUS-n02s22,2.0,,,
376,SPLUS,180.679,-1.359,2000,MAIN3.7,SPLUS-n02s23,2.0,,,
377,SPLUS,182.03799999999998,-1.359,2000,MAIN3.7,SPLUS-n02s24,1.0,,,
378,SPLUS,183.396,-1.359,2000,MAIN3.7,SPLUS-n02s25,1.0,,,slightly bad class_star
379,SPLUS,184.75400000000002,-1.359,2000,MAIN3.7,SPLUS-n02s26,1.0,,,
380,SPLUS,186.113,-1.359,2000,MAIN3.7,SPLUS-n02s27,1.0,,,
381,SPLUS,187.47099999999998,-1.359,2000,MAIN3.7,SPLUS-n02s28,1.0,,,
382,SPLUS,173.888,1.359,2000,MAIN3.7,SPLUS-n02n18,1.0,,,
383,SPLUS,175.24599999999998,1.359,2000,MAIN3.7,SPLUS-n02n19,1.0,,,
384,SPLUS,176.604,1.359,2000,MAIN3.7,SPLUS-n02n20,1.0,,,
385,SPLUS,177.963,1.359,2000,MAIN3.7,SPLUS-n02n21,1.0,,,
386,SPLUS,179.321,1.359,2000,MAIN3.7,SPLUS-n02n22,2.0,,,
387,SPLUS,180.679,1.359,2000,MAIN3.7,SPLUS-n02n23,2.0,,,
388,SPLUS,182.03799999999998,1.359,2000,MAIN3.7,SPLUS-n02n24,1.0,,,
389,SPLUS,183.396,1.359,2000,MAIN3.7,SPLUS-n02n25,1.0,,,
390,SPLUS,184.75400000000002,1.359,2000,MAIN3.7,SPLUS-n02n26,1.0,,,ATLAS_GALEX partially covered (569 reference stars)
391,SPLUS,186.113,1.359,2000,MAIN3.7,SPLUS-n02n27,1.0,,,
392,SPLUS,187.47099999999998,1.359,2000,MAIN3.7,SPLUS-n02n28,1.0,,,ATLAS_GALEX partially covered (896 reference stars)
393,SPLUS,173.888,-2.717,2000,MAIN3.7,SPLUS-n03s18,1.0,,,
394,SPLUS,175.24599999999998,-2.717,2000,MAIN3.7,SPLUS-n03s19,1.0,,,
395,SPLUS,176.604,-2.717,2000,MAIN3.7,SPLUS-n03s20,1.0,,,
396,SPLUS,177.963,-2.717,2000,MAIN3.7,SPLUS-n03s21,1.0,,,ATLAS_GALEX partially covered (541 reference stars)
397,SPLUS,179.321,-2.717,2000,MAIN3.7,SPLUS-n03s22,2.0,,,
398,SPLUS,180.679,-2.717,2000,MAIN3.7,SPLUS-n03s23,2.0,,,
399,SPLUS,182.03799999999998,-2.717,2000,MAIN3.7,SPLUS-n03s24,1.0,,,
400,SPLUS,183.396,-2.717,2000,MAIN3.7,SPLUS-n03s25,1.0,,,
401,SPLUS,184.75400000000002,-2.717,2000,MAIN3.7,SPLUS-n03s26,1.0,,,
402,SPLUS,186.113,-2.717,2000,MAIN3.7,SPLUS-n03s27,1.0,,,
403,SPLUS,187.47099999999998,-2.717,2000,MAIN3.7,SPLUS-n03s28,1.0,,,
404,SPLUS,209.208,-1.359,2000,MAIN3.6,SPLUS-n02s44,1.0,,,ATLAS_GALEX partially covered (758 reference stars)
405,SPLUS,209.208,1.359,2000,MAIN3.6,SPLUS-n02n44,1.0,,,large scatter for r_auto-r_aper
406,SPLUS,207.85,-2.717,2000,MAIN3.6,SPLUS-n03s43,1.0,,3.0,ATLAS_GALEX partially covered (487 reference stars); slightly bad class_star
407,SPLUS,209.208,-2.717,2000,MAIN3.6,SPLUS-n03s44,1.0,,,
408,SPLUS,205.13299999999998,-4.074,2000,MAIN3.6,SPLUS-n04s41,1.0,,,
409,SPLUS,206.49200000000002,-4.074,2000,MAIN3.6,SPLUS-n04s42,1.0,,,large scatter for r_auto-r_aper
410,SPLUS,207.85,-4.074,2000,MAIN3.6,SPLUS-n04s43,1.0,,,large scatter for r_auto-r_aper
411,SPLUS,209.208,-4.074,2000,MAIN3.6,SPLUS-n04s44,1.0,,,bad class_star
412,SPLUS,207.271,-5.428999999999999,2000,MAIN3.6,SPLUS-n05s43,1.0,,,
413,SPLUS,208.638,-5.428999999999999,2000,MAIN3.6,SPLUS-n05s44,1.0,,,
414,SPLUS,210.0,-5.428999999999999,2000,MAIN3.6,SPLUS-n05s45,1.0,,,
415,SPLUS,203.183,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s40,1.0,,,ATLAS_GALEX partially covered (586 reference stars)
416,SPLUS,204.546,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s41,1.0,,,ATLAS_GALEX partially covered (671 reference stars)
417,SPLUS,205.908,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s42,1.0,,,
418,SPLUS,207.271,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s43,1.0,,,
419,SPLUS,208.638,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s44,1.0,,,
420,SPLUS,210.0,-6.7829999999999995,2000,MAIN3.6,SPLUS-n06s45,1.0,,,
421,SPLUS,201.217,-8.135,2000,MAIN3.6,SPLUS-n07s38,1.0,,,ATLAS_GALEX partially covered (721 reference stars)
422,SPLUS,202.588,-8.135,2000,MAIN3.6,SPLUS-n07s39,1.0,,,
423,SPLUS,203.954,-8.135,2000,MAIN3.6,SPLUS-n07s40,1.0,,,slightly bad class_star
424,SPLUS,205.325,-8.135,2000,MAIN3.6,SPLUS-n07s41,1.0,,,ATLAS_GALEX bright star?; large scatter for FWHM_n 
425,SPLUS,206.692,-8.135,2000,MAIN3.6,SPLUS-n07s42,1.0,,,large scatter for FWHM_n 
426,SPLUS,208.063,-8.135,2000,MAIN3.6,SPLUS-n07s43,1.0,,,ATLAS_GALEX partially covered (777 reference stars); large scatter for FWHM_n 
427,SPLUS,209.429,-8.135,2000,MAIN3.6,SPLUS-n07s44,1.0,,,ATLAS_GALEX partially covered (778 reference stars); large scatter for FWHM_n 
428,SPLUS,200.613,-9.486,2000,MAIN3.6,SPLUS-n08s37,1.0,,3.0,ATLAS_GALEX very small coverage (191 reference stars); slightly bad class_star
429,SPLUS,201.983,-9.486,2000,MAIN3.6,SPLUS-n08s38,1.0,,3.0,ATLAS_GALEX partially covered (311 reference stars)
430,SPLUS,203.358,-9.486,2000,MAIN3.6,SPLUS-n08s39,1.0,,,ATLAS_GALEX partially covered (792 reference stars)
431,SPLUS,204.733,-9.486,2000,MAIN3.6,SPLUS-n08s40,1.0,,,
432,SPLUS,206.108,-9.486,2000,MAIN3.6,SPLUS-n08s41,1.0,,,
433,SPLUS,207.479,-9.486,2000,MAIN3.6,SPLUS-n08s42,1.0,,,ATLAS_GALEX partially covered (869 reference stars)
434,SPLUS,198.62099999999998,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s36,1.0,,,
435,SPLUS,200.0,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s37,1.0,,3.0,ATLAS_GALEX very small coverage (152 reference stars); large scatter for r_auto-r_aper
436,SPLUS,201.37900000000002,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s38,3.0,,3.0,
437,SPLUS,202.75799999999998,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s39,1.0,,3.0,ATLAS_GALEX very small coverage (33 reference stars)
438,SPLUS,204.138,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s40,1.0,,,ATLAS_GALEX partially covered (716 reference stars); slightly bad class_star
439,SPLUS,205.517,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s41,1.0,,,
440,SPLUS,206.896,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s42,1.0,,,
441,SPLUS,208.275,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s43,1.0,,,ATLAS_GALEX has diagonal lines; large scatter for r_auto-r_aper
442,SPLUS,209.65400000000002,-10.835999999999999,2000,MAIN3.6,SPLUS-n09s44,1.0,,,
443,SPLUS,196.61700000000002,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s34,1.0,,,slightly bad class_star
444,SPLUS,198.0,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s35,1.0,,,
445,SPLUS,199.38299999999998,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s36,1.0,,3.0,ATLAS_GALEX partially covered (388 reference stars); slightly bad class_star
446,SPLUS,200.771,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s37,3.0,,3.0,
447,SPLUS,202.15400000000002,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s38,3.0,,3.0,
448,SPLUS,203.53799999999998,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s39,1.0,,3.0,ATLAS_GALEX partially covered (330 reference stars)
449,SPLUS,204.925,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s40,1.0,,3.0,ATLAS_GALEX partially covered (474 reference stars)
450,SPLUS,206.308,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s41,1.0,,,ATLAS_GALEX bright star?
451,SPLUS,207.692,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s42,1.0,,,
452,SPLUS,209.075,-12.184000000000001,2000,MAIN3.6,SPLUS-n10s43,1.0,,,ATLAS_GALEX has diagonal lines
453,SPLUS,184.86700000000002,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s26,1.0,,,large scatter for FWHM_n 
454,SPLUS,187.646,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s28,1.0,,3.0,ATLAS_GALEX very small coverage (139 reference stars) and has diagonal lines; large scatter for FWHM_n
455,SPLUS,189.033,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s29,1.0,,,ATLAS_GALEX partially covered (741 reference stars); slightly bad class_star
456,SPLUS,190.425,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s30,1.0,,3.0,ATLAS_GALEX partially covered (420 reference stars); scatter for FWHM_n
457,SPLUS,194.59599999999998,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s33,1.0,,,
458,SPLUS,195.983,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s34,1.0,,,
459,SPLUS,197.375,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s35,1.0,,,
460,SPLUS,200.15400000000002,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s37,2.0,,,slightly large scatter for r_auto-r_aper
461,SPLUS,201.546,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s38,1.0,,,ATLAS_GALEX partially covered (520 reference stars) and has horizontal lines; large scatter for FWHM_n
462,SPLUS,202.933,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s39,1.0,,3.0,ATLAS_GALEX partially covered (319 reference stars) 
463,SPLUS,204.325,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s40,1.0,,3.0,"ATLAS_GALEX partially covered, half of CCD (326 reference stars)"
464,SPLUS,205.713,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s41,1.0,,,
465,SPLUS,207.104,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s42,1.0,,,slightly bad class_star
466,SPLUS,208.49599999999998,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s43,1.0,,,
467,SPLUS,209.88299999999998,-13.530999999999999,2000,MAIN3.6,SPLUS-n11s44,1.0,,,
468,SPLUS,182.1,-14.876,2000,MAIN3.6,SPLUS-n12s23,1.0,,,
469,SPLUS,183.5,-14.876,2000,MAIN3.6,SPLUS-n12s24,1.0,,,ATLAS_GALEX partially covered (709 reference stars) and has diagonal lines; slightly bad class_star
470,SPLUS,184.90400000000002,-14.876,2000,MAIN3.6,SPLUS-n12s25,1.0,,,ATLAS_GALEX partially covered (774 reference stars); large scatter for FWHM_n
471,SPLUS,186.304,-14.876,2000,MAIN3.6,SPLUS-n12s26,1.0,,3.0,ATLAS_GALEX partially covered (390 reference stars); large scatter for FWHM_n
472,SPLUS,187.704,-14.876,2000,MAIN3.6,SPLUS-n12s27,1.0,,3.0,ATLAS_GALEX very small coverage (67 reference stars) and has diagonal lines
473,SPLUS,189.104,-14.876,2000,MAIN3.6,SPLUS-n12s28,1.0,,,ATLAS_GALEX partially covered (844 reference stars); large scatter for r_auto-r_aper
474,SPLUS,190.50400000000002,-14.876,2000,MAIN3.6,SPLUS-n12s29,1.0,,,large scatter for FWHM_n 
475,SPLUS,191.908,-14.876,2000,MAIN3.6,SPLUS-n12s30,1.0,,,
476,SPLUS,193.308,-14.876,2000,MAIN3.6,SPLUS-n12s31,1.0,,,ATLAS_GALEX partially covered (833 reference stars) 
477,SPLUS,194.708,-14.876,2000,MAIN3.6,SPLUS-n12s32,1.0,,,ATLAS_GALEX partially covered (829 reference stars); slightly bad class_star
478,SPLUS,196.108,-14.876,2000,MAIN3.6,SPLUS-n12s33,1.0,,,
479,SPLUS,197.50799999999998,-14.876,2000,MAIN3.6,SPLUS-n12s34,1.0,,,ATLAS_GALEX partially covered (882 reference stars) and has diagonal lines
480,SPLUS,198.91299999999998,-14.876,2000,MAIN3.6,SPLUS-n12s35,1.0,,,
481,SPLUS,200.313,-14.876,2000,MAIN3.6,SPLUS-n12s36,1.0,,,
482,SPLUS,201.713,-14.876,2000,MAIN3.6,SPLUS-n12s37,1.0,,,large scatter for FWHM_n 
483,SPLUS,203.113,-14.876,2000,MAIN3.6,SPLUS-n12s38,1.0,,,large scatter for FWHM_n 
484,SPLUS,204.513,-14.876,2000,MAIN3.6,SPLUS-n12s39,1.0,,,
485,SPLUS,205.91299999999998,-14.876,2000,MAIN3.6,SPLUS-n12s40,1.0,,,ATLAS_GALEX partially covered (651 reference stars) 
486,SPLUS,207.317,-14.876,2000,MAIN3.6,SPLUS-n12s41,1.0,,,ATLAS_GALEX partially covered (754 reference stars) 
487,SPLUS,208.717,-14.876,2000,MAIN3.6,SPLUS-n12s42,1.0,,,
488,SPLUS,150.0,-5.428999999999999,2000,MAIN3.5,SPLUS-n05s01,1.0,,,slightly bad class_star
489,SPLUS,151.363,-5.428999999999999,2000,MAIN3.5,SPLUS-n05s02,1.0,,,slightly bad class_star
490,SPLUS,152.72899999999998,-5.428999999999999,2000,MAIN3.5,SPLUS-n05s03,1.0,,,slightly bad class_star
491,SPLUS,150.0,-6.7829999999999995,2000,MAIN3.5,SPLUS-n06s01,1.0,,,
492,SPLUS,151.363,-6.7829999999999995,2000,MAIN3.5,SPLUS-n06s02,1.0,,,ATLAS_GALEX partially covered (1032 reference stars)
493,SPLUS,152.72899999999998,-6.7829999999999995,2000,MAIN3.5,SPLUS-n06s03,1.0,,3.0,"ATLAS_GALEX partially covered, half of CCD (411 reference stars)"
494,SPLUS,150.571,-8.135,2000,MAIN3.5,SPLUS-n07s01,1.0,,,large scatter for r_auto-r_aper
495,SPLUS,151.938,-8.135,2000,MAIN3.5,SPLUS-n07s02,1.0,,3.0,"ATLAS_GALEX partially covered, half of CCD (484 reference stars)"
496,SPLUS,153.308,-8.135,2000,MAIN3.5,SPLUS-n07s03,1.0,,3.0,"ATLAS_GALEX partially covered, half of CCD (473 reference stars); bad class_stars"
497,SPLUS,151.14600000000002,-9.486,2000,MAIN3.5,SPLUS-n08s01,1.0,,,ATLAS_GALEX partially covered (643 reference stars)
498,SPLUS,152.52100000000002,-9.486,2000,MAIN3.5,SPLUS-n08s02,1.0,,,ATLAS_GALEX partially covered (570 reference stars)
499,SPLUS,153.892,-9.486,2000,MAIN3.5,SPLUS-n08s03,1.0,,,ATLAS_GALEX partially covered (918 reference stars); large scatter for r_auto-r_aper
500,SPLUS,150.346,-10.835999999999999,2000,MAIN3.5,SPLUS-n09s01,1.0,,,
501,SPLUS,150.925,-12.184000000000001,2000,MAIN3.5,SPLUS-n10s01,1.0,,,ATLAS_GALEX partially covered (583 reference stars); large scatter for r_auto-r_aper
502,SPLUS,150.11700000000002,-13.530999999999999,2000,MAIN3.5,SPLUS-n11s01,1.0,,,ATLAS_GALEX partially covered (986 reference stars)
503,SPLUS,151.504,-13.530999999999999,2000,MAIN3.5,SPLUS-n11s02,1.0,,3.0,"ATLAS_GALEX small coverage, less than half (471 reference stars)"
504,SPLUS,152.89600000000002,-13.530999999999999,2000,MAIN3.5,SPLUS-n11s03,1.0,,,ATLAS_GALEX partially covered (672 reference stars)
505,SPLUS,151.283,-14.876,2000,MAIN3.5,SPLUS-n12s01,1.0,,,ATLAS_GALEX partially covered (823 reference stars)
506,SPLUS,152.683,-14.876,2000,MAIN3.5,SPLUS-n12s02,1.0,,,ATLAS_GALEX partially covered (793 reference stars); large scatter for r_auto-r_aper
507,SPLUS,156.888,-14.876,2000,MAIN3.5,SPLUS-n12s05,1.0,,,
508,SPLUS,150.471,-16.22,2000,MAIN3.5,SPLUS-n13s01,1.0,,,large scatter for r_auto-r_aper
509,SPLUS,151.875,-16.22,2000,MAIN3.5,SPLUS-n13s02,1.0,,,ATLAS_GALEX partially covered (791 reference stars); large scatter for r_auto-r_aper
510,SPLUS,153.283,-16.22,2000,MAIN3.5,SPLUS-n13s03,1.0,,,ATLAS_GALEX partially covered (1211 reference stars); large scatter for r_auto-r_aper
511,SPLUS,154.688,-16.22,2000,MAIN3.5,SPLUS-n13s04,1.0,,,
512,SPLUS,156.096,-16.22,2000,MAIN3.5,SPLUS-n13s05,1.0,,,ATLAS_GALEX has strange structure
513,SPLUS,157.5,-16.22,2000,MAIN3.5,SPLUS-n13s06,1.0,,,
514,SPLUS,158.908,-16.22,2000,MAIN3.5,SPLUS-n13s07,1.0,,,
515,SPLUS,150.238,-17.562,2000,MAIN3.5,SPLUS-n14s01,1.0,,,ATLAS_GALEX partially covered (1390 reference stars)
516,SPLUS,151.654,-17.562,2000,MAIN3.5,SPLUS-n14s02,1.0,,,ATLAS_GALEX partially covered (735 reference stars); slightly bad class_star
517,SPLUS,153.071,-17.562,2000,MAIN3.5,SPLUS-n14s03,1.0,,,
518,SPLUS,154.488,-17.562,2000,MAIN3.5,SPLUS-n14s04,1.0,,,ATLAS_GALEX partially covered (1047 reference stars); large scatter for r_auto-r_aper
519,SPLUS,155.904,-17.562,2000,MAIN3.5,SPLUS-n14s05,1.0,,,"ATLAS_GALEX partially covered, half of CCD (599 reference stars)"
520,SPLUS,157.321,-17.562,2000,MAIN3.5,SPLUS-n14s06,1.0,,,slightly bad class_star
521,SPLUS,158.74200000000002,-17.562,2000,MAIN3.5,SPLUS-n14s07,1.0,,,slightly bad class_star
522,SPLUS,160.158,-17.562,2000,MAIN3.5,SPLUS-n14s08,1.0,,,ATLAS_GALEX partially covered (1259 reference stars)
523,SPLUS,161.575,-17.562,2000,MAIN3.5,SPLUS-n14s09,1.0,,3.0,ATLAS_GALEX very small coverage (224 reference stars)
524,SPLUS,162.99200000000002,-17.562,2000,MAIN3.5,SPLUS-n14s10,1.0,,,ATLAS_GALEX partially covered (1322 reference stars); large scatter for r_auto-r_aper
525,SPLUS,165.825,-17.562,2000,MAIN3.5,SPLUS-n14s12,1.0,,,
526,SPLUS,168.66299999999998,-17.562,2000,MAIN3.5,SPLUS-n14s14,1.0,,,ATLAS_GALEX partially covered (900 reference stars); slightly bad class_star
527,SPLUS,170.079,-17.562,2000,MAIN3.5,SPLUS-n14s15,1.0,,,ATLAS_GALEX partially covered (1084 reference stars); slightly bad class_star
528,SPLUS,175.75,-17.562,2000,MAIN3.5,SPLUS-n14s19,1.0,,,
529,SPLUS,180.0,-17.562,2000,MAIN3.5,SPLUS-n14s22,2.0,,,
530,SPLUS,150.0,-18.903,2000,MAIN3.5,SPLUS-n15s01,1.0,,,ATLAS_GALEX partially covered (1573 reference stars)
531,SPLUS,151.429,-18.903,2000,MAIN3.5,SPLUS-n15s02,1.0,,,"ATLAS_GALEX small coverage, less than half (595 reference stars); large scatter for r_auto-r_aper"
532,SPLUS,152.858,-18.903,2000,MAIN3.5,SPLUS-n15s03,1.0,,,ATLAS_GALEX partially covered (1136 reference stars)
533,SPLUS,154.28799999999998,-18.903,2000,MAIN3.5,SPLUS-n15s04,1.0,,,ATLAS_GALEX partially covered (1318 reference stars); slightly bad class_star
534,SPLUS,155.713,-18.903,2000,MAIN3.5,SPLUS-n15s05,1.0,,,"ATLAS_GALEX partially covered, half of CCD (1079 reference stars)"
535,SPLUS,157.142,-18.903,2000,MAIN3.5,SPLUS-n15s06,1.0,,,
536,SPLUS,158.571,-18.903,2000,MAIN3.5,SPLUS-n15s07,1.0,,,
537,SPLUS,160.0,-18.903,2000,MAIN3.5,SPLUS-n15s08,1.0,,,large scatter for r_auto-r_aper
538,SPLUS,161.429,-18.903,2000,MAIN3.5,SPLUS-n15s09,1.0,,,
539,SPLUS,162.858,-18.903,2000,MAIN3.5,SPLUS-n15s10,1.0,,,
540,SPLUS,164.28799999999998,-18.903,2000,MAIN3.5,SPLUS-n15s11,1.0,,,ATLAS_GALEX has strange structure
541,SPLUS,165.713,-18.903,2000,MAIN3.5,SPLUS-n15s12,1.0,,,ATLAS_GALEX has strange structure; bad class_star; large scatter for r_auto-r_aper
542,SPLUS,167.142,-18.903,2000,MAIN3.5,SPLUS-n15s13,1.0,,,ATLAS_GALEX partially covered (990 reference stars)
